img_name,silh_x1,silh_y1,silh_x2,silh_y2,faceimg_name,face_x1,face_y1,face_x2,face_y2
13_Interview_Interview_2_People_Visible_13_258.jpg,444,167,995,581,face41.png,82,43,332,381
13_Interview_Interview_2_People_Visible_13_258.jpg,444,167,995,581,face42.png,316,111,376,228
13_Interview_Interview_2_People_Visible_13_258.jpg,11,35,644,584,face43.png,94,69,352,392
13_Interview_Interview_2_People_Visible_13_258.jpg,11,35,644,584,face44.png,500,202,631,477
13_Interview_Interview_2_People_Visible_13_262.jpg,2,362,234,756,face45.png,30,63,207,240
13_Interview_Interview_2_People_Visible_13_262.jpg,132,276,284,526,face46.png,34,24,114,99
13_Interview_Interview_2_People_Visible_13_262.jpg,851,369,992,485,face47.png,31,5,79,53
13_Interview_Interview_2_People_Visible_13_262.jpg,252,317,563,581,face48.png,4,2,63,80
13_Interview_Interview_2_People_Visible_13_262.jpg,252,317,563,581,face49.png,272,1,307,46
13_Interview_Interview_2_People_Visible_13_262.jpg,697,332,832,492,face50.png,22,11,80,76
13_Interview_Interview_2_People_Visible_13_262.jpg,272,338,341,443,face51.png,3,2,66,101
13_Interview_Interview_2_People_Visible_13_262.jpg,439,307,595,598,face52.png,2,21,75,134
13_Interview_Interview_2_People_Visible_13_262.jpg,439,307,595,598,face53.png,83,0,139,71
13_Interview_Interview_2_People_Visible_13_262.jpg,794,353,875,479,face54.png,5,11,74,83
13_Interview_Interview_2_People_Visible_13_262.jpg,604,340,717,494,face55.png,4,6,69,67
13_Interview_Interview_2_People_Visible_13_262.jpg,575,337,712,582,face56.png,38,15,84,62
13_Interview_Interview_2_People_Visible_13_262.jpg,2,245,83,357,face57.png,14,16,80,88
13_Interview_Interview_2_People_Visible_13_262.jpg,237,246,301,378,face58.png,0,12,51,85
13_Interview_Interview_2_People_Visible_13_262.jpg,532,307,607,406,face59.png,4,6,61,55
13_Interview_Interview_2_People_Visible_13_262.jpg,332,264,408,388,face60.png,13,4,71,66
13_Interview_Interview_2_People_Visible_13_267.jpg,126,31,1011,1224,face61.png,238,122,563,562
13_Interview_Interview_2_People_Visible_13_270.jpg,160,39,969,766,face62.png,345,69,530,315
13_Interview_Interview_2_People_Visible_13_273.jpg,22,0,770,784,face63.png,165,1,477,422
13_Interview_Interview_2_People_Visible_13_289.jpg,63,13,838,576,face64.png,330,33,525,352
13_Interview_Interview_2_People_Visible_13_321.jpg,69,44,1016,845,face65.png,291,49,561,509
13_Interview_Interview_2_People_Visible_13_327.jpg,9,101,655,782,face66.png,351,101,530,365
13_Interview_Interview_2_People_Visible_13_327.jpg,9,101,655,782,face67.png,576,47,645,283
13_Interview_Interview_2_People_Visible_13_327.jpg,542,94,946,772,face68.png,48,50,206,312
13_Interview_Interview_2_People_Visible_13_329.jpg,127,40,645,570,face69.png,166,78,263,227
13_Interview_Interview_2_People_Visible_13_351.jpg,213,16,975,583,face70.png,310,16,580,302
13_Interview_Interview_2_People_Visible_13_351.jpg,213,16,975,583,face71.png,627,493,674,529
13_Interview_Interview_2_People_Visible_13_36.jpg,230,36,734,752,face72.png,162,46,279,193
13_Interview_Interview_2_People_Visible_13_36.jpg,730,73,805,157,face73.png,13,25,55,68
13_Interview_Interview_2_People_Visible_13_366.jpg,0,212,513,764,face74.png,234,75,452,356
13_Interview_Interview_2_People_Visible_13_380.jpg,55,5,955,620,face75.png,250,37,634,393
13_Interview_Interview_2_People_Visible_13_394.jpg,100,150,385,614,face76.png,122,28,191,118
13_Interview_Interview_2_People_Visible_13_394.jpg,635,161,957,628,face77.png,86,22,155,122
13_Interview_Interview_2_People_Visible_13_395.jpg,173,28,1018,718,face78.png,361,83,673,534
13_Interview_Interview_2_People_Visible_13_406.jpg,22,55,861,1125,face79.png,227,11,568,552
13_Interview_Interview_2_People_Visible_13_425.jpg,229,28,812,1339,face80.png,264,108,443,377
13_Interview_Interview_2_People_Visible_13_425.jpg,229,28,812,1339,face81.png,47,933,124,1070
13_Interview_Interview_2_People_Visible_13_425.jpg,877,269,1024,1206,face82.png,43,56,145,512
13_Interview_Interview_2_People_Visible_13_450.jpg,52,148,867,569,face83.png,134,81,336,234
13_Interview_Interview_2_People_Visible_13_451.jpg,354,49,969,544,face84.png,236,41,387,307
13_Interview_Interview_2_People_Visible_13_455.jpg,337,36,790,450,face85.png,204,17,310,194
13_Interview_Interview_2_People_Visible_13_469.jpg,349,81,685,696,face86.png,120,22,208,171
13_Interview_Interview_2_People_Visible_13_469.jpg,21,43,364,582,face87.png,184,34,266,152
13_Interview_Interview_2_People_Visible_13_469.jpg,628,150,1011,727,face88.png,134,68,234,213
13_Interview_Interview_2_People_Visible_13_469.jpg,628,150,1011,727,face89.png,85,199,154,291
13_Interview_Interview_2_People_Visible_13_469.jpg,628,150,1011,727,face90.png,319,144,382,247
13_Interview_Interview_2_People_Visible_13_469.jpg,944,283,1023,417,face91.png,10,14,79,94
13_Interview_Interview_2_People_Visible_13_469.jpg,665,316,787,577,face92.png,35,29,120,137
13_Interview_Interview_2_People_Visible_13_473.jpg,17,56,310,701,face93.png,152,42,227,230
13_Interview_Interview_2_People_Visible_13_473.jpg,17,56,310,701,face94.png,85,449,154,627
13_Interview_Interview_2_People_Visible_13_473.jpg,442,33,689,689,face95.png,98,69,171,235
13_Interview_Interview_2_People_Visible_13_473.jpg,442,33,689,689,face96.png,188,41,237,169
13_Interview_Interview_2_People_Visible_13_473.jpg,442,33,689,689,face97.png,0,72,14,170
13_Interview_Interview_2_People_Visible_13_473.jpg,598,66,922,688,face98.png,270,34,324,207
13_Interview_Interview_2_People_Visible_13_473.jpg,598,66,922,688,face99.png,72,47,163,241
13_Interview_Interview_2_People_Visible_13_473.jpg,598,66,922,688,face100.png,34,9,86,144
13_Interview_Interview_2_People_Visible_13_473.jpg,598,66,922,688,face101.png,164,23,179,71
13_Interview_Interview_2_People_Visible_13_473.jpg,339,101,497,692,face102.png,67,2,123,125
13_Interview_Interview_2_People_Visible_13_473.jpg,339,101,497,692,face103.png,35,80,69,158
13_Interview_Interview_2_People_Visible_13_473.jpg,31,481,218,716,face104.png,69,16,142,200
13_Interview_Interview_2_People_Visible_13_473.jpg,359,152,411,238,face105.png,11,22,46,75
13_Interview_Interview_2_People_Visible_13_473.jpg,291,221,385,660,face106.png,29,26,84,180
13_Interview_Interview_2_People_Visible_13_473.jpg,920,82,1023,644,face107.png,36,63,94,225
13_Interview_Interview_2_People_Visible_13_473.jpg,794,38,978,620,face108.png,77,60,157,223
13_Interview_Interview_2_People_Visible_13_473.jpg,794,38,978,620,face109.png,155,35,183,131
13_Interview_Interview_2_People_Visible_13_473.jpg,617,37,685,273,face110.png,7,22,64,140
13_Interview_Interview_2_People_Visible_13_485.jpg,410,167,794,754,face111.png,228,33,288,132
13_Interview_Interview_2_People_Visible_13_485.jpg,92,71,498,737,face112.png,182,40,240,142
13_Interview_Interview_2_People_Visible_13_488.jpg,293,41,870,639,face113.png,282,41,390,241
13_Interview_Interview_2_People_Visible_13_493.jpg,586,0,1023,348,face114.png,93,8,281,264
13_Interview_Interview_2_People_Visible_13_552.jpg,480,21,977,754,face115.png,303,38,391,179
13_Interview_Interview_2_People_Visible_13_560.jpg,53,31,702,837,face116.png,233,68,419,373
13_Interview_Interview_2_People_Visible_13_60.jpg,476,178,856,759,face117.png,40,57,193,244
13_Interview_Interview_2_People_Visible_13_60.jpg,6,122,530,752,face118.png,315,15,483,240
13_Interview_Interview_2_People_Visible_13_636.jpg,435,328,476,434,face119.png,10,5,27,47
13_Interview_Interview_2_People_Visible_13_636.jpg,738,309,794,445,face120.png,23,3,43,42
13_Interview_Interview_2_People_Visible_13_636.jpg,676,322,710,441,face121.png,13,27,34,94
13_Interview_Interview_2_People_Visible_13_636.jpg,676,322,710,441,face122.png,4,3,27,59
13_Interview_Interview_2_People_Visible_13_636.jpg,539,323,573,441,face123.png,9,16,30,75
13_Interview_Interview_2_People_Visible_13_636.jpg,539,323,573,441,face124.png,13,5,28,48
13_Interview_Interview_2_People_Visible_13_636.jpg,566,322,603,444,face125.png,10,27,30,76
13_Interview_Interview_2_People_Visible_13_636.jpg,630,324,676,440,face126.png,13,35,44,83
13_Interview_Interview_2_People_Visible_13_636.jpg,92,421,137,468,face127.png,18,5,34,27
13_Interview_Interview_2_People_Visible_13_636.jpg,603,328,634,438,face128.png,6,22,28,72
13_Interview_Interview_2_People_Visible_13_636.jpg,927,131,971,251,face129.png,4,5,43,63
13_Interview_Interview_2_People_Visible_13_636.jpg,731,314,765,439,face130.png,6,36,32,96
13_Interview_Interview_2_People_Visible_13_636.jpg,168,341,199,423,face131.png,7,1,24,44
13_Interview_Interview_2_People_Visible_13_66.jpg,333,6,1021,669,face132.png,258,109,555,502
13_Interview_Interview_2_People_Visible_13_8.jpg,212,50,488,347,face133.png,104,8,171,110
13_Interview_Interview_2_People_Visible_13_8.jpg,212,50,488,347,face134.png,18,0,63,38
13_Interview_Interview_2_People_Visible_13_8.jpg,212,50,488,347,face135.png,175,0,220,24
13_Interview_Interview_2_People_Visible_13_8.jpg,212,50,488,347,face136.png,11,114,48,175
13_Interview_Interview_2_People_Visible_13_8.jpg,568,77,769,337,face137.png,52,20,111,100
13_Interview_Interview_2_People_Visible_13_8.jpg,568,77,769,337,face138.png,11,7,44,47
13_Interview_Interview_2_People_Visible_13_8.jpg,380,1,505,241,face139.png,8,7,58,74
13_Interview_Interview_2_People_Visible_13_8.jpg,380,1,505,241,face140.png,0,89,19,123
13_Interview_Interview_2_People_Visible_13_8.jpg,170,3,315,250,face141.png,56,17,107,87
13_Interview_Interview_2_People_Visible_13_8.jpg,170,3,315,250,face142.png,52,158,88,217
13_Interview_Interview_2_People_Visible_13_8.jpg,517,3,649,139,face143.png,7,62,53,113
13_Interview_Interview_2_People_Visible_13_8.jpg,517,3,649,139,face144.png,62,84,93,113
13_Interview_Interview_2_People_Visible_13_8.jpg,517,3,649,139,face145.png,105,97,131,130
13_Interview_Interview_2_People_Visible_13_8.jpg,487,155,586,342,face146.png,34,16,84,82
13_Interview_Interview_2_People_Visible_13_8.jpg,497,47,607,191,face147.png,25,17,73,70
13_Interview_Interview_2_People_Visible_13_8.jpg,497,47,607,191,face148.png,82,37,109,72
13_Interview_Interview_2_People_Visible_13_8.jpg,754,20,852,293,face149.png,63,150,94,215
13_Interview_Interview_2_People_Visible_13_8.jpg,274,1,383,80,face150.png,37,36,102,77
13_Interview_Interview_2_People_Visible_13_8.jpg,765,163,851,323,face151.png,50,6,86,79
13_Interview_Interview_2_People_Visible_13_8.jpg,172,1,238,102,face152.png,55,29,66,73
13_Interview_Interview_2_People_Visible_13_8.jpg,178,146,278,350,face153.png,39,9,82,93
13_Interview_Interview_2_People_Visible_13_8.jpg,178,146,278,350,face154.png,68,154,99,195
13_Interview_Interview_2_People_Visible_13_8.jpg,654,1,763,212,face155.png,15,23,69,86
13_Interview_Interview_2_People_Visible_13_8.jpg,654,1,763,212,face156.png,47,12,82,54
13_Interview_Interview_2_People_Visible_13_8.jpg,178,41,350,339,face157.png,137,15,172,110
13_Interview_Interview_2_People_Visible_13_8.jpg,178,41,350,339,face158.png,49,0,97,47
13_Interview_Interview_2_People_Visible_13_8.jpg,178,41,350,339,face159.png,105,0,133,37
13_Interview_Interview_2_People_Visible_13_8.jpg,178,41,350,339,face160.png,49,129,76,178
13_Interview_Interview_2_People_Visible_13_92.jpg,348,35,498,355,face161.png,49,27,88,81
13_Interview_Interview_2_People_Visible_13_92.jpg,607,137,977,550,face162.png,291,34,332,82
13_Interview_Interview_2_People_Visible_13_92.jpg,607,137,977,550,face163.png,182,75,266,157
13_Interview_Interview_2_People_Visible_13_92.jpg,978,173,1021,347,face164.png,7,25,41,90
13_Interview_Interview_2_People_Visible_13_96.jpg,429,281,791,673,face165.png,75,15,133,96
13_Interview_Interview_2_People_Visible_13_96.jpg,151,292,585,668,face166.png,354,4,410,86
13_Interview_Interview_2_People_Visible_13_96.jpg,151,292,585,668,face167.png,88,38,130,115
13_Interview_Interview_2_People_Visible_13_96.jpg,790,276,1014,579,face168.png,66,23,113,93
13_Interview_Interview_2_People_Visible_13_96.jpg,2,335,294,677,face169.png,237,0,271,73
13_Interview_Interview_2_People_Visible_13_96.jpg,2,335,294,677,face170.png,125,52,171,143
13_Interview_Interview_On_Location_13_1035.jpg,375,234,650,651,face171.png,64,33,163,145
13_Interview_Interview_On_Location_13_1044.jpg,0,5,946,671,face172.png,515,37,751,379
13_Interview_Interview_On_Location_13_108.jpg,137,297,803,1497,face173.png,167,74,313,325
13_Interview_Interview_On_Location_13_110.jpg,80,26,738,634,face174.png,195,72,462,440
13_Interview_Interview_On_Location_13_126.jpg,183,65,859,571,face175.png,267,112,465,316
13_Interview_Interview_On_Location_13_129.jpg,208,0,860,573,face176.png,191,0,385,239
13_Interview_Interview_On_Location_13_132.jpg,241,142,397,606,face177.png,58,16,94,77
13_Interview_Interview_On_Location_13_132.jpg,648,147,778,589,face178.png,49,16,77,70
13_Interview_Interview_On_Location_13_132.jpg,766,117,905,603,face179.png,42,16,82,92
13_Interview_Interview_On_Location_13_132.jpg,114,139,262,557,face180.png,65,9,94,58
13_Interview_Interview_On_Location_13_132.jpg,503,154,632,599,face181.png,31,31,67,99
13_Interview_Interview_On_Location_13_132.jpg,430,141,535,573,face182.png,31,19,67,90
13_Interview_Interview_On_Location_13_15.jpg,1,33,265,565,face183.png,87,31,210,231
13_Interview_Interview_On_Location_13_166.jpg,84,21,926,1024,face184.png,289,32,585,467
13_Interview_Interview_On_Location_13_17.jpg,199,0,1024,695,face185.png,137,23,601,627
13_Interview_Interview_On_Location_13_172.jpg,271,4,1019,575,face186.png,306,108,530,434
13_Interview_Interview_On_Location_13_179.jpg,47,104,818,707,face187.png,265,63,519,466
13_Interview_Interview_On_Location_13_179.jpg,47,104,818,707,face188.png,626,189,771,394
13_Interview_Interview_On_Location_13_179.jpg,47,104,818,707,face189.png,0,118,121,454
13_Interview_Interview_On_Location_13_179.jpg,622,262,1008,665,face190.png,45,41,216,245
13_Interview_Interview_On_Location_13_179.jpg,2,118,258,665,face191.png,4,119,166,403
13_Interview_Interview_On_Location_13_180.jpg,202,13,816,471,face192.png,256,25,418,272
13_Interview_Interview_On_Location_13_187.jpg,510,16,878,516,face193.png,139,23,236,176
13_Interview_Interview_On_Location_13_187.jpg,97,26,527,521,face194.png,181,42,296,213
13_Interview_Interview_On_Location_13_19.jpg,138,58,455,380,face195.png,260,129,303,181
13_Interview_Interview_On_Location_13_19.jpg,138,58,455,380,face196.png,26,0,53,19
13_Interview_Interview_On_Location_13_19.jpg,433,79,544,312,face197.png,80,90,111,164
13_Interview_Interview_On_Location_13_19.jpg,433,79,544,312,face198.png,36,14,90,94
13_Interview_Interview_On_Location_13_19.jpg,698,126,929,322,face199.png,92,32,166,113
13_Interview_Interview_On_Location_13_19.jpg,528,55,642,218,face200.png,63,18,92,49
13_Interview_Interview_On_Location_13_190.jpg,236,215,496,653,face201.png,46,10,93,69
13_Interview_Interview_On_Location_13_199.jpg,692,131,1012,1024,face202.png,245,38,315,191
13_Interview_Interview_On_Location_13_199.jpg,692,131,1012,1024,face203.png,53,75,145,204
13_Interview_Interview_On_Location_13_199.jpg,124,205,459,1023,face204.png,124,49,213,189
13_Interview_Interview_On_Location_13_199.jpg,414,222,725,1016,face205.png,86,45,174,173
13_Interview_Interview_On_Location_13_205.jpg,127,8,876,565,face206.png,168,79,412,445
13_Interview_Interview_On_Location_13_208.jpg,167,36,873,470,face207.png,496,55,653,267
13_Interview_Interview_On_Location_13_225.jpg,189,96,784,1038,face208.png,224,42,381,280
13_Interview_Interview_On_Location_13_229.jpg,412,152,932,675,face209.png,221,98,333,289
13_Interview_Interview_On_Location_13_229.jpg,65,119,571,703,face210.png,127,133,275,342
13_Interview_Interview_On_Location_13_240.jpg,711,41,1024,633,face211.png,174,39,264,184
13_Interview_Interview_On_Location_13_240.jpg,711,41,1024,633,face212.png,32,360,151,517
13_Interview_Interview_On_Location_13_240.jpg,26,92,582,664,face213.png,467,0,543,94
13_Interview_Interview_On_Location_13_240.jpg,26,92,582,664,face214.png,187,23,255,139
13_Interview_Interview_On_Location_13_240.jpg,26,92,582,664,face215.png,468,486,554,569
13_Interview_Interview_On_Location_13_240.jpg,386,64,677,397,face216.png,108,17,182,126
13_Interview_Interview_On_Location_13_240.jpg,865,543,1001,678,face217.png,37,36,128,128
13_Interview_Interview_On_Location_13_240.jpg,464,554,588,679,face218.png,41,53,110,118
13_Interview_Interview_On_Location_13_240.jpg,464,554,588,679,face219.png,11,9,81,83
13_Interview_Interview_On_Location_13_244.jpg,192,1,973,570,face220.png,46,12,685,569
13_Interview_Interview_On_Location_13_247.jpg,67,25,790,576,face221.png,289,77,496,355
13_Interview_Interview_On_Location_13_254.jpg,383,173,930,567,face222.png,209,80,397,319
13_Interview_Interview_On_Location_13_260.jpg,0,184,425,762,face223.png,130,41,277,266
13_Interview_Interview_On_Location_13_260.jpg,404,173,766,760,face224.png,98,70,238,255
13_Interview_Interview_On_Location_13_260.jpg,711,56,1021,756,face225.png,110,61,270,294
13_Interview_Interview_On_Location_13_270.jpg,0,0,473,564,face226.png,194,59,378,291
13_Interview_Interview_On_Location_13_270.jpg,0,0,473,564,face227.png,423,336,473,519
13_Interview_Interview_On_Location_13_270.jpg,664,2,1024,568,face228.png,31,88,220,364
13_Interview_Interview_On_Location_13_270.jpg,352,237,678,573,face229.png,68,89,218,298
13_Interview_Interview_On_Location_13_270.jpg,156,166,687,561,face230.png,272,162,411,373
13_Interview_Interview_On_Location_13_270.jpg,156,166,687,561,face231.png,40,0,213,126
13_Interview_Interview_On_Location_13_276.jpg,148,0,1005,673,face232.png,109,0,691,673
13_Interview_Interview_On_Location_13_276.jpg,15,0,613,660,face233.png,238,28,598,623
13_Interview_Interview_On_Location_13_282.jpg,530,17,1017,554,face234.png,136,53,297,278
13_Interview_Interview_On_Location_13_284.jpg,296,26,617,568,face235.png,161,38,237,153
13_Interview_Interview_On_Location_13_284.jpg,75,196,237,401,face236.png,34,23,72,88
13_Interview_Interview_On_Location_13_287.jpg,266,32,673,613,face237.png,138,20,246,169
13_Interview_Interview_On_Location_13_287.jpg,637,26,1023,619,face238.png,130,68,256,212
13_Interview_Interview_On_Location_13_287.jpg,4,97,297,614,face239.png,123,47,227,180
13_Interview_Interview_On_Location_13_303.jpg,33,79,1001,1276,face240.png,382,55,685,508
13_Interview_Interview_On_Location_13_311.jpg,546,20,767,463,face241.png,87,18,143,98
13_Interview_Interview_On_Location_13_311.jpg,190,63,607,572,face242.png,83,10,135,112
13_Interview_Interview_On_Location_13_311.jpg,190,63,607,572,face243.png,31,0,101,93
13_Interview_Interview_On_Location_13_311.jpg,636,539,821,759,face244.png,12,26,87,131
13_Interview_Interview_On_Location_13_312.jpg,330,163,826,676,face245.png,207,63,345,265
13_Interview_Interview_On_Location_13_312.jpg,71,557,271,679,face246.png,63,4,165,79
13_Interview_Interview_On_Location_13_312.jpg,319,404,441,616,face247.png,1,4,107,142
13_Interview_Interview_On_Location_13_312.jpg,290,400,346,535,face248.png,15,32,56,107
13_Interview_Interview_On_Location_13_312.jpg,111,438,281,626,face249.png,15,21,133,124
13_Interview_Interview_On_Location_13_312.jpg,5,421,93,643,face250.png,14,14,85,155
13_Interview_Interview_On_Location_13_33.jpg,1,54,278,379,face251.png,99,18,186,139
13_Interview_Interview_On_Location_13_33.jpg,327,59,555,374,face252.png,73,32,152,138
13_Interview_Interview_On_Location_13_33.jpg,697,37,996,400,face253.png,93,15,168,130
13_Interview_Interview_On_Location_13_33.jpg,383,56,771,449,face254.png,16,38,95,141
13_Interview_Interview_On_Location_13_33.jpg,506,44,739,358,face255.png,60,47,191,189
13_Interview_Interview_On_Location_13_330.jpg,399,124,760,563,face256.png,99,58,182,156
13_Interview_Interview_On_Location_13_338.jpg,301,73,589,680,face257.png,96,39,185,173
13_Interview_Interview_On_Location_13_338.jpg,301,73,589,680,face258.png,238,310,288,435
13_Interview_Interview_On_Location_13_338.jpg,345,294,820,664,face259.png,194,76,301,229
13_Interview_Interview_On_Location_13_338.jpg,345,294,820,664,face260.png,412,106,474,238
13_Interview_Interview_On_Location_13_338.jpg,693,359,877,659,face261.png,55,30,138,170
13_Interview_Interview_On_Location_13_344.jpg,125,87,737,730,face262.png,227,20,366,215
13_Interview_Interview_On_Location_13_360.jpg,212,0,878,558,face263.png,232,0,448,283
13_Interview_Interview_On_Location_13_382.jpg,271,0,798,555,face264.png,166,4,376,310
13_Interview_Interview_On_Location_13_384.jpg,660,311,1016,754,face265.png,86,40,213,200
13_Interview_Interview_On_Location_13_384.jpg,346,389,650,755,face266.png,119,53,213,173
13_Interview_Interview_On_Location_13_385.jpg,645,33,974,642,face267.png,165,20,228,108
13_Interview_Interview_On_Location_13_385.jpg,59,21,354,634,face268.png,141,30,201,117
13_Interview_Interview_On_Location_13_385.jpg,399,62,631,612,face269.png,87,9,145,95
13_Interview_Interview_On_Location_13_385.jpg,296,532,524,682,face270.png,167,2,224,88
13_Interview_Interview_On_Location_13_389.jpg,583,347,1024,713,face271.png,122,37,252,216
13_Interview_Interview_On_Location_13_389.jpg,46,111,485,706,face272.png,188,70,258,200
13_Interview_Interview_On_Location_13_389.jpg,571,25,1024,699,face273.png,140,358,266,537
13_Interview_Interview_On_Location_13_389.jpg,571,25,1024,699,face274.png,130,50,336,335
13_Interview_Interview_On_Location_13_389.jpg,546,66,719,345,face275.png,101,49,172,210
13_Interview_Interview_On_Location_13_394.jpg,512,131,1006,583,face276.png,95,95,174,205
13_Interview_Interview_On_Location_13_394.jpg,512,131,1006,583,face277.png,180,11,268,151
13_Interview_Interview_On_Location_13_394.jpg,507,173,747,548,face278.png,101,48,180,161
13_Interview_Interview_On_Location_13_394.jpg,507,173,747,548,face279.png,186,0,239,96
13_Interview_Interview_On_Location_13_400.jpg,629,31,1024,515,face280.png,40,63,137,223
13_Interview_Interview_On_Location_13_400.jpg,172,109,676,473,face281.png,314,26,412,166
13_Interview_Interview_On_Location_13_420.jpg,440,129,1004,675,face282.png,281,35,396,199
13_Interview_Interview_On_Location_13_420.jpg,45,128,445,669,face283.png,225,40,299,240
13_Interview_Interview_On_Location_13_421.jpg,212,22,764,572,face284.png,208,92,395,360
13_Interview_Interview_On_Location_13_433.jpg,250,51,768,480,face285.png,178,33,305,222
13_Interview_Interview_On_Location_13_436.jpg,65,26,990,386,face286.png,302,64,412,201
13_Interview_Interview_On_Location_13_436.jpg,113,33,561,394,face287.png,247,65,354,195
13_Interview_Interview_On_Location_13_441.jpg,598,59,862,290,face288.png,119,47,176,128
13_Interview_Interview_On_Location_13_441.jpg,80,340,354,571,face289.png,126,34,186,116
13_Interview_Interview_On_Location_13_441.jpg,588,345,861,567,face290.png,138,56,202,128
13_Interview_Interview_On_Location_13_441.jpg,97,53,357,287,face291.png,115,30,173,113
13_Interview_Interview_On_Location_13_452.jpg,385,94,690,752,face292.png,64,0,119,75
13_Interview_Interview_On_Location_13_453.jpg,0,10,771,702,face293.png,0,0,678,692
13_Interview_Interview_On_Location_13_47.jpg,333,47,896,575,face294.png,110,58,249,233
13_Interview_Interview_On_Location_13_478.jpg,308,28,766,643,face295.png,144,26,270,190
13_Interview_Interview_On_Location_13_491.jpg,483,11,1002,388,face296.png,178,30,324,218
13_Interview_Interview_On_Location_13_492.jpg,133,41,393,635,face297.png,124,2,171,76
13_Interview_Interview_On_Location_13_492.jpg,133,41,393,635,face298.png,0,459,19,492
13_Interview_Interview_On_Location_13_492.jpg,724,449,869,659,face299.png,51,17,94,63
13_Interview_Interview_On_Location_13_492.jpg,6,460,122,624,face300.png,56,14,88,52
13_Interview_Interview_On_Location_13_492.jpg,6,460,122,624,face301.png,2,44,24,68
